query_id,query,category,rank,image_id,image_path,final_score,global_score,region_score,coverage_score,all_clauses_matched,style_score,context_score,relevance
11,A formal blazer outfit,style,5,img_0731,data\raw\img_0731.jpg,0.8787484870237463,0.2923611998558044,0.2763339579105377,1.0,1.0,0.2549633085727691,0.0,2.0
12,A person wearing a yellow coat,garment,1,img_0238,data\raw\img_0238.jpg,1.0000000127724238,0.356677770614624,0.3385741114616394,1.0,1.0,0.0,0.0,2.0
12,A person wearing a yellow coat,garment,2,img_0884,data\raw\img_0884.jpg,0.899705124752862,0.3065561950206756,0.3044348955154419,1.0,1.0,0.0,0.0,2.0
12,A person wearing a yellow coat,garment,3,img_0928,data\raw\img_0928.jpg,0.8560453781059809,0.2699273228645324,0.3028984069824219,1.0,1.0,0.0,0.0,1.0
12,A person wearing a yellow coat,garment,4,img_0478,data\raw\img_0478.jpg,0.7935366162231989,0.2785851061344147,0.2457266747951507,1.0,1.0,0.0,0.0,1.0
12,A person wearing a yellow coat,garment,5,img_0600,data\raw\img_0600.jpg,0.7781626411846705,0.2373289167881012,0.2706992924213409,1.0,1.0,0.0,0.0,1.0
13,A person wearing a red shirt,garment,1,img_0025,data\raw\img_0025.jpg,0.9565752276352472,0.3018910586833954,0.3303456902503967,1.0,1.0,0.0,0.0,2.0
13,A person wearing a red shirt,garment,2,img_0286,data\raw\img_0286.jpg,0.9535782762936182,0.2933312058448791,0.3383437991142273,1.0,1.0,0.0,0.0,2.0
13,A person wearing a red shirt,garment,3,img_0285,data\raw\img_0285.jpg,0.9520467051437922,0.3014049530029297,0.327359139919281,1.0,1.0,0.0,0.0,2.0
13,A person wearing a red shirt,garment,4,img_0912,data\raw\img_0912.jpg,0.9090839752129144,0.2754325866699219,0.3248882293701172,1.0,1.0,0.0,0.0,2.0
13,A person wearing a red shirt,garment,5,img_0425,data\raw\img_0425.jpg,0.8968217202595301,0.2976570129394531,0.2882986664772033,1.0,1.0,0.0,0.0,1.0
14,A blue shirt with black pants,compositional,1,img_0197,data\raw\img_0197.jpg,0.9479846954345704,0.2918450534343719,0.3000028967857361,1.0,1.0,0.0,0.0,2.0
14,A blue shirt with black pants,compositional,2,img_0572,data\raw\img_0572.jpg,0.9355673491954803,0.328836977481842,0.2484562814235687,1.0,1.0,0.0,0.0,2.0
14,A blue shirt with black pants,compositional,3,img_0679,data\raw\img_0679.jpg,0.9256164133548735,0.2929354608058929,0.2808814883232117,1.0,1.0,0.0,0.0,1.0
14,A blue shirt with black pants,compositional,4,img_0010,data\raw\img_0010.jpg,0.904138594865799,0.2875506579875946,0.2697564959526062,1.0,1.0,0.0,0.0,1.0
14,A blue shirt with black pants,compositional,5,img_0110,data\raw\img_0110.jpg,0.8958422243595123,0.2804928421974182,0.2710587382316589,1.0,1.0,0.0,0.0,1.0
15,A white shirt with a tie,compositional,1,img_0679,data\raw\img_0679.jpg,0.6771705746650696,0.2296603173017501,0.1986001968383789,0.5,0.0,0.0,0.0,1.0
15,A white shirt with a tie,compositional,2,img_0446,data\raw\img_0446.jpg,0.5948128253221512,0.3103747367858886,0.0998629778623581,0.5,0.0,0.0,0.0,1.0
15,A white shirt with a tie,compositional,3,img_0968,data\raw\img_0968.jpg,0.5741260945796967,0.3015711605548858,0.0949193090200424,0.5,0.0,0.0,0.0,2.0
15,A white shirt with a tie,compositional,4,img_0920,data\raw\img_0920.jpg,0.5338847488164902,0.2031701952219009,0.1408062577247619,0.5,0.0,0.0,0.0,2.0
15,A white shirt with a tie,compositional,5,img_0009,data\raw\img_0009.jpg,0.533033013343811,0.2675399780273437,0.0963965535163879,0.5,0.0,0.0,0.0,1.0
