image_id,image_path,fashionpedia_image_id,annotation_id,category_id,category_name,bbox_x,bbox_y,bbox_width,bbox_height,attribute_ids
img_0180,data\raw\img_0180.jpg,15125,100,10,dress,217.0,169.0,263.0,466.0,"[317, 129, 301, 114, 149, 145, 282]"
img_0363,data\raw\img_0363.jpg,15145,101,33,neckline,182.0,273.0,75.0,41.0,[185]
img_0363,data\raw\img_0363.jpg,15145,102,31,sleeve,202.0,288.0,496.0,734.0,[211]
img_0363,data\raw\img_0363.jpg,15145,103,31,sleeve,185.0,645.0,36.0,57.0,[211]
img_0363,data\raw\img_0363.jpg,15145,104,10,dress,116.0,273.0,582.0,749.0,"[316, 317, 108, 229, 295, 140, 155, 115, 128]"
img_0363,data\raw\img_0363.jpg,15145,105,23,shoe,276.0,892.0,100.0,95.0,[]
img_0363,data\raw\img_0363.jpg,15145,106,23,shoe,7.0,900.0,109.0,94.0,[]
img_0080,data\raw\img_0080.jpg,15161,107,31,sleeve,152.0,207.0,117.0,255.0,"[160, 204]"
img_0080,data\raw\img_0080.jpg,15161,108,31,sleeve,396.0,220.0,43.0,170.0,"[160, 204]"
img_0080,data\raw\img_0080.jpg,15161,109,33,neckline,313.0,189.0,60.0,15.0,[197]
img_0080,data\raw\img_0080.jpg,15161,110,10,dress,152.0,189.0,289.0,318.0,"[312, 317, 295, 95, 147, 115, 145, 128]"
img_0080,data\raw\img_0080.jpg,15161,111,23,shoe,307.0,882.0,47.0,82.0,[]
img_0080,data\raw\img_0080.jpg,15161,112,23,shoe,325.0,812.0,42.0,92.0,[]
img_0613,data\raw\img_0613.jpg,15185,113,10,dress,453.0,273.0,154.0,399.0,"[295, 95, 305, 141, 115, 130, 319, 229]"
img_0613,data\raw\img_0613.jpg,15185,114,33,neckline,500.0,273.0,30.0,18.0,[196]
img_0996,data\raw\img_0996.jpg,15187,115,28,collar,322.0,170.0,109.0,42.0,[163]
img_0996,data\raw\img_0996.jpg,15187,116,31,sleeve,422.0,198.0,47.0,284.0,"[160, 215]"
img_0996,data\raw\img_0996.jpg,15187,117,19,belt,300.0,337.0,118.0,17.0,[]
img_0996,data\raw\img_0996.jpg,15187,118,10,dress,245.0,170.0,224.0,452.0,"[295, 305, 150, 141, 110, 115, 323, 128]"
img_0996,data\raw\img_0996.jpg,15187,119,23,shoe,351.0,833.0,49.0,98.0,[]
img_0996,data\raw\img_0996.jpg,15187,120,23,shoe,326.0,742.0,40.0,116.0,[]
img_0996,data\raw\img_0996.jpg,15187,121,31,sleeve,245.0,178.0,55.0,299.0,"[160, 215]"
img_0462,data\raw\img_0462.jpg,15201,122,14,hat,457.0,54.0,137.0,149.0,[]
img_0462,data\raw\img_0462.jpg,15201,123,31,sleeve,388.0,308.0,61.0,164.0,"[204, 157]"
img_0462,data\raw\img_0462.jpg,15201,124,31,sleeve,605.0,207.0,75.0,117.0,"[204, 157]"
img_0462,data\raw\img_0462.jpg,15201,125,1,"top, t-shirt, sweatshirt",388.0,207.0,292.0,466.0,"[317, 137, 316, 146, 295, 0, 115, 145]"
img_0460,data\raw\img_0460.jpg,15214,126,1,"top, t-shirt, sweatshirt",624.0,356.0,118.0,315.0,"[316, 318, 142, 295, 135, 147, 115]"
img_0460,data\raw\img_0460.jpg,15214,127,33,neckline,648.0,356.0,71.0,48.0,[183]
img_0460,data\raw\img_0460.jpg,15214,128,31,sleeve,483.0,327.0,76.0,354.0,"[160, 204]"
img_0460,data\raw\img_0460.jpg,15214,129,17,glove,866.0,534.0,114.0,64.0,[]
img_0460,data\raw\img_0460.jpg,15214,130,24,"bag, wallet",548.0,326.0,35.0,355.0,[]
img_0460,data\raw\img_0460.jpg,15214,131,4,jacket,483.0,302.0,402.0,379.0,"[316, 317, 17, 142, 295, 136, 225, 115]"
img_0460,data\raw\img_0460.jpg,15214,132,31,sleeve,734.0,365.0,151.0,227.0,"[160, 204]"
img_0460,data\raw\img_0460.jpg,15214,133,29,lapel,579.0,302.0,207.0,243.0,[178]
img_0460,data\raw\img_0460.jpg,15214,134,13,glasses,596.0,194.0,95.0,52.0,[]
img_0460,data\raw\img_0460.jpg,15214,135,35,zipper,748.0,569.0,17.0,98.0,[]
img_0031,data\raw\img_0031.jpg,15225,136,7,shorts,332.0,353.0,85.0,37.0,"[317, 297, 295, 298, 136, 149, 115]"
img_0031,data\raw\img_0031.jpg,15225,137,21,"tights, stockings",339.0,373.0,45.0,126.0,[]
img_0031,data\raw\img_0031.jpg,15225,138,21,"tights, stockings",370.0,388.0,33.0,108.0,[]
img_0031,data\raw\img_0031.jpg,15225,139,4,jacket,317.0,204.0,132.0,161.0,"[317, 17, 142, 316, 146, 295, 136]"
img_0031,data\raw\img_0031.jpg,15225,140,1,"top, t-shirt, sweatshirt",337.0,211.0,87.0,156.0,"[137, 12, 295, 305, 115, 145, 147, 324]"
img_0031,data\raw\img_0031.jpg,15225,141,24,"bag, wallet",287.0,221.0,71.0,158.0,[]
img_0031,data\raw\img_0031.jpg,15225,142,31,sleeve,317.0,208.0,33.0,111.0,"[159, 210]"
img_0031,data\raw\img_0031.jpg,15225,143,31,sleeve,420.0,222.0,21.0,79.0,[159]
img_0031,data\raw\img_0031.jpg,15225,144,33,neckline,374.0,211.0,26.0,17.0,[182]
img_0031,data\raw\img_0031.jpg,15225,145,23,shoe,366.0,495.0,26.0,47.0,[]
img_0031,data\raw\img_0031.jpg,15225,146,23,shoe,339.0,490.0,32.0,66.0,[]
img_0443,data\raw\img_0443.jpg,15227,147,23,shoe,282.0,851.0,67.0,134.0,[]
img_0443,data\raw\img_0443.jpg,15227,148,23,shoe,339.0,864.0,58.0,109.0,[]
img_0443,data\raw\img_0443.jpg,15227,149,8,skirt,248.0,381.0,200.0,283.0,"[316, 317, 142, 295, 127, 114, 149, 229]"
img_0443,data\raw\img_0443.jpg,15227,150,31,sleeve,183.0,198.0,61.0,148.0,"[204, 157]"
img_0443,data\raw\img_0443.jpg,15227,151,31,sleeve,404.0,177.0,43.0,131.0,"[204, 157]"
img_0443,data\raw\img_0443.jpg,15227,152,33,neckline,237.0,182.0,101.0,38.0,[182]
img_0443,data\raw\img_0443.jpg,15227,153,1,"top, t-shirt, sweatshirt",183.0,177.0,264.0,229.0,"[317, 316, 146, 295, 135, 8, 325, 115, 141]"
img_0797,data\raw\img_0797.jpg,15231,154,23,shoe,298.0,781.0,12.0,88.0,[]
img_0797,data\raw\img_0797.jpg,15231,155,23,shoe,302.0,836.0,42.0,79.0,[]
img_0797,data\raw\img_0797.jpg,15231,156,10,dress,206.0,259.0,213.0,355.0,"[316, 317, 295, 102, 127, 149, 115, 145]"
img_0797,data\raw\img_0797.jpg,15231,157,31,sleeve,387.0,271.0,32.0,275.0,"[160, 204]"
img_0797,data\raw\img_0797.jpg,15231,158,31,sleeve,206.0,340.0,67.0,190.0,[160]
img_0797,data\raw\img_0797.jpg,15231,159,33,neckline,302.0,259.0,47.0,15.0,[185]
img_0873,data\raw\img_0873.jpg,15236,160,10,dress,233.0,187.0,200.0,417.0,"[317, 142, 295, 95, 304, 149, 115, 229, 128]"
img_0873,data\raw\img_0873.jpg,15236,161,33,neckline,309.0,187.0,62.0,16.0,[196]
img_0873,data\raw\img_0873.jpg,15236,162,21,"tights, stockings",333.0,590.0,83.0,334.0,[]
img_0873,data\raw\img_0873.jpg,15236,163,21,"tights, stockings",250.0,582.0,93.0,375.0,[]
img_0873,data\raw\img_0873.jpg,15236,164,23,shoe,299.0,899.0,48.0,93.0,[]
img_0873,data\raw\img_0873.jpg,15236,165,23,shoe,340.0,861.0,43.0,96.0,[]
img_0831,data\raw\img_0831.jpg,15237,166,1,"top, t-shirt, sweatshirt",237.0,250.0,148.0,173.0,"[317, 316, 142, 146, 295, 135, 11, 115]"
img_0831,data\raw\img_0831.jpg,15237,167,33,neckline,260.0,251.0,100.0,80.0,[185]
img_0831,data\raw\img_0831.jpg,15237,168,8,skirt,223.0,416.0,179.0,265.0,"[316, 317, 142, 295, 150, 68, 115, 229, 128]"
img_0831,data\raw\img_0831.jpg,15237,169,24,"bag, wallet",170.0,254.0,78.0,393.0,[]
img_0831,data\raw\img_0831.jpg,15237,170,23,shoe,328.0,809.0,57.0,136.0,[]
img_0831,data\raw\img_0831.jpg,15237,171,23,shoe,260.0,813.0,61.0,145.0,[]
img_0901,data\raw\img_0901.jpg,15229,172,22,sock,382.0,797.0,33.0,14.0,[]
img_0901,data\raw\img_0901.jpg,15229,173,22,sock,346.0,884.0,13.0,11.0,[]
img_0901,data\raw\img_0901.jpg,15229,174,23,shoe,371.0,797.0,50.0,98.0,[]
img_0901,data\raw\img_0901.jpg,15229,175,23,shoe,303.0,882.0,66.0,68.0,[]
img_0901,data\raw\img_0901.jpg,15229,176,6,pants,260.0,626.0,213.0,264.0,"[317, 137, 295, 310, 132, 154, 115]"
img_0901,data\raw\img_0901.jpg,15229,177,9,coat,203.0,158.0,328.0,482.0,"[316, 317, 318, 142, 295, 136, 92, 225, 149, 115]"
img_0901,data\raw\img_0901.jpg,15229,178,0,"shirt, blouse",315.0,172.0,70.0,127.0,"[325, 225]"
img_0901,data\raw\img_0901.jpg,15229,179,30,epaulette,429.0,186.0,32.0,25.0,[]
img_0901,data\raw\img_0901.jpg,15229,180,30,epaulette,243.0,196.0,35.0,26.0,[]
img_0901,data\raw\img_0901.jpg,15229,181,31,sleeve,447.0,216.0,84.0,251.0,"[160, 204]"
img_0901,data\raw\img_0901.jpg,15229,182,31,sleeve,203.0,235.0,76.0,245.0,"[160, 204]"
img_0901,data\raw\img_0901.jpg,15229,183,19,belt,277.0,367.0,167.0,114.0,[]
img_0901,data\raw\img_0901.jpg,15229,184,32,pocket,275.0,433.0,29.0,51.0,[222]
img_0901,data\raw\img_0901.jpg,15229,185,32,pocket,413.0,400.0,35.0,74.0,[222]
img_0901,data\raw\img_0901.jpg,15229,186,29,lapel,273.0,158.0,158.0,193.0,[177]
img_0901,data\raw\img_0901.jpg,15229,187,28,collar,315.0,172.0,70.0,90.0,[163]
img_0023,data\raw\img_0023.jpg,15279,205,10,dress,279.0,319.0,216.0,513.0,"[317, 312, 145, 136, 149, 325, 101, 286, 115]"
img_0023,data\raw\img_0023.jpg,15279,206,15,"headband, head covering, hair accessory",301.0,166.0,120.0,17.0,[]
img_0023,data\raw\img_0023.jpg,15279,207,31,sleeve,279.0,335.0,108.0,146.0,"[209, 157]"
img_0023,data\raw\img_0023.jpg,15279,208,39,flower,310.0,413.0,29.0,34.0,[]
img_0023,data\raw\img_0023.jpg,15279,209,37,bead,321.0,426.0,9.0,11.0,[]
img_0023,data\raw\img_0023.jpg,15279,210,37,bead,361.0,429.0,5.0,9.0,[]
img_0023,data\raw\img_0023.jpg,15279,211,39,flower,353.0,422.0,24.0,26.0,[]
img_0023,data\raw\img_0023.jpg,15279,212,39,flower,337.0,377.0,27.0,33.0,[]
img_0023,data\raw\img_0023.jpg,15279,213,37,bead,307.0,375.0,7.0,9.0,[]
img_0023,data\raw\img_0023.jpg,15279,214,39,flower,297.0,364.0,26.0,32.0,[]
img_0023,data\raw\img_0023.jpg,15279,215,37,bead,365.0,376.0,8.0,11.0,[]
img_0023,data\raw\img_0023.jpg,15279,216,39,flower,362.0,366.0,20.0,30.0,[]
img_0023,data\raw\img_0023.jpg,15279,217,37,bead,346.0,394.0,6.0,6.0,[]
img_0427,data\raw\img_0427.jpg,15291,218,1,"top, t-shirt, sweatshirt",221.0,243.0,202.0,298.0,"[318, 142, 295, 136, 114, 11, 147, 302]"
img_0427,data\raw\img_0427.jpg,15291,219,6,pants,218.0,510.0,174.0,358.0,"[316, 317, 295, 136, 230, 46, 154, 115, 128]"
img_0427,data\raw\img_0427.jpg,15291,220,33,neckline,298.0,243.0,90.0,37.0,[182]
img_0427,data\raw\img_0427.jpg,15291,221,23,shoe,279.0,913.0,43.0,26.0,[]
img_0427,data\raw\img_0427.jpg,15291,222,23,shoe,263.0,862.0,72.0,43.0,[]
img_0427,data\raw\img_0427.jpg,15291,223,24,"bag, wallet",185.0,565.0,42.0,89.0,[]
img_0945,data\raw\img_0945.jpg,15300,224,1,"top, t-shirt, sweatshirt",335.0,206.0,228.0,295.0,"[317, 146, 142, 136, 115, 286, 313]"
img_0945,data\raw\img_0945.jpg,15300,225,31,sleeve,441.0,244.0,122.0,228.0,"[158, 204]"
img_0945,data\raw\img_0945.jpg,15300,226,33,neckline,378.0,206.0,31.0,34.0,[198]
img_0945,data\raw\img_0945.jpg,15300,227,37,bead,405.0,421.0,8.0,3.0,[]
img_0945,data\raw\img_0945.jpg,15300,228,37,bead,396.0,328.0,7.0,4.0,[]
img_0945,data\raw\img_0945.jpg,15300,229,37,bead,466.0,386.0,5.0,4.0,[]
img_0945,data\raw\img_0945.jpg,15300,230,37,bead,513.0,374.0,11.0,8.0,[]
img_0945,data\raw\img_0945.jpg,15300,231,37,bead,443.0,417.0,4.0,4.0,[]
img_0945,data\raw\img_0945.jpg,15300,232,8,skirt,259.0,484.0,553.0,538.0,"[317, 312, 295, 120, 143, 69, 155, 115, 302, 229]"
img_0945,data\raw\img_0945.jpg,15300,233,43,ruffle,259.0,573.0,553.0,449.0,[]
img_0433,data\raw\img_0433.jpg,15309,234,33,neckline,799.0,175.0,101.0,38.0,[180]
img_0433,data\raw\img_0433.jpg,15309,235,31,sleeve,815.0,224.0,132.0,226.0,"[160, 204]"
img_0433,data\raw\img_0433.jpg,15309,236,31,sleeve,612.0,92.0,170.0,153.0,"[160, 204]"
img_0433,data\raw\img_0433.jpg,15309,237,1,"top, t-shirt, sweatshirt",612.0,92.0,335.0,359.0,"[317, 316, 142, 146, 295, 136, 114]"
img_0433,data\raw\img_0433.jpg,15309,238,1,"top, t-shirt, sweatshirt",725.0,151.0,152.0,268.0,"[316, 317, 295, 147, 10]"
img_0433,data\raw\img_0433.jpg,15309,239,33,neckline,809.0,152.0,61.0,56.0,[180]
img_0433,data\raw\img_0433.jpg,15309,240,7,shorts,660.0,347.0,155.0,138.0,"[148, 142, 309, 317, 295, 136, 60, 115, 234]"
img_0433,data\raw\img_0433.jpg,15309,241,20,leg warmer,518.0,222.0,122.0,165.0,[]
img_0433,data\raw\img_0433.jpg,15309,242,20,leg warmer,364.0,424.0,161.0,153.0,[]
img_0082,data\raw\img_0082.jpg,15331,243,10,dress,185.0,458.0,317.0,532.0,"[316, 317, 229, 129, 295, 149, 115, 113, 141]"
img_0082,data\raw\img_0082.jpg,15331,244,33,neckline,298.0,491.0,39.0,9.0,[185]
img_0082,data\raw\img_0082.jpg,15331,245,15,"headband, head covering, hair accessory",255.0,225.0,146.0,73.0,[]
img_0538,data\raw\img_0538.jpg,15338,246,8,skirt,275.0,392.0,181.0,299.0,"[316, 142, 295, 150, 67, 127, 322, 115, 229]"
img_0538,data\raw\img_0538.jpg,15338,247,1,"top, t-shirt, sweatshirt",315.0,216.0,106.0,190.0,"[317, 316, 142, 146, 295, 135, 115]"
img_0538,data\raw\img_0538.jpg,15338,248,35,zipper,267.0,449.0,19.0,33.0,[]
img_0538,data\raw\img_0538.jpg,15338,249,32,pocket,248.0,407.0,51.0,96.0,[224]
img_0538,data\raw\img_0538.jpg,15338,250,31,sleeve,184.0,234.0,98.0,296.0,"[160, 204]"
img_0538,data\raw\img_0538.jpg,15338,251,31,sleeve,454.0,258.0,49.0,298.0,"[160, 204]"
img_0538,data\raw\img_0538.jpg,15338,252,33,neckline,356.0,221.0,44.0,9.0,[185]
img_0538,data\raw\img_0538.jpg,15338,253,19,belt,214.0,373.0,296.0,130.0,[]
img_0538,data\raw\img_0538.jpg,15338,254,35,zipper,417.0,288.0,44.0,252.0,[]
img_0538,data\raw\img_0538.jpg,15338,255,35,zipper,301.0,259.0,25.0,260.0,[]
img_0538,data\raw\img_0538.jpg,15338,256,35,zipper,446.0,292.0,20.0,15.0,[]
img_0538,data\raw\img_0538.jpg,15338,257,28,collar,236.0,184.0,255.0,112.0,[173]
img_0538,data\raw\img_0538.jpg,15338,258,9,coat,184.0,184.0,326.0,372.0,"[317, 148, 136, 80, 311, 289, 115, 145, 229]"
img_0538,data\raw\img_0538.jpg,15338,259,23,shoe,334.0,837.0,62.0,127.0,[]
img_0538,data\raw\img_0538.jpg,15338,260,23,shoe,329.0,809.0,30.0,113.0,[]
img_0980,data\raw\img_0980.jpg,15347,261,23,shoe,350.0,855.0,83.0,91.0,[]
