image_id,image_path,fashionpedia_image_id,original_filename,width,height,split
img_0022,data\raw\img_0022.jpg,14811,53299262e048171c51fb3673c5b85a08.jpg,682,1024,validation
img_0023,data\raw\img_0023.jpg,15279,3fcfa9cf841c43da1cf40ff998939b21.jpg,683,1024,validation
img_0024,data\raw\img_0024.jpg,19795,e5b237935c0a652dc6585eea57e61dc8.jpg,681,1024,validation
img_0025,data\raw\img_0025.jpg,17856,0229bef01efc25f915374d55f59cbfdd.jpg,1024,768,validation
img_0026,data\raw\img_0026.jpg,15924,872fc33127ea1bff445f180e91ea979f.jpg,1024,682,validation
img_0027,data\raw\img_0027.jpg,17449,3641da2171647a07f88dae8d53c9a6a3.jpg,768,1024,validation
img_0028,data\raw\img_0028.jpg,10732,2cf13e48204a0e45bb0a58cf05b53c06.jpg,718,1024,validation
img_0029,data\raw\img_0029.jpg,12785,c04e7cf82a3d0216dabe151f5fc05c24.jpg,644,1024,validation
img_0030,data\raw\img_0030.jpg,14432,0ebe6d8449aed07be683fd778a4092d1.jpg,682,1024,validation
img_0031,data\raw\img_0031.jpg,15225,0544acba02e8776a56fde74f83633c21.jpg,1024,576,validation
img_0032,data\raw\img_0032.jpg,18204,c0a478558194a03c19b1ac9d61d5777c.jpg,768,1024,validation
img_0033,data\raw\img_0033.jpg,18319,176c976ed8edcf21eebef9de662adc18.jpg,683,1024,validation
img_0034,data\raw\img_0034.jpg,17848,4cea97e3bd3c0e426073cf4fe482b9ad.jpg,632,1024,validation
img_0035,data\raw\img_0035.jpg,11393,858f141535ac0b2aeef9278577da78b6.jpg,682,1024,validation
img_0036,data\raw\img_0036.jpg,18044,1b94b1ccf1076bf96d656a870f559d0e.jpg,555,1024,validation
img_0037,data\raw\img_0037.jpg,9703,a6f3960744c8db184ecb0f6112b7988e.jpg,1024,682,validation
img_0038,data\raw\img_0038.jpg,11614,dbbc57a65ecd459890dfd87b72288f70.jpg,682,1024,validation
img_0039,data\raw\img_0039.jpg,11931,31376f97ef5d1d083e6f1092d5d33b7b.jpg,682,1024,validation
img_0040,data\raw\img_0040.jpg,12215,9a886a145d0a9f81b15e79666a5c51b1.jpg,682,1024,validation
img_0041,data\raw\img_0041.jpg,17515,ada83e10834aa11414790cb9b9955aea.jpg,681,1024,validation
img_0042,data\raw\img_0042.jpg,12942,7f9007ed8484e01e26dee5e2e7a633bf.jpg,1024,683,validation
img_0043,data\raw\img_0043.jpg,19292,733c7993cb2b7f5abd3fe0ec9988137f.jpg,682,1024,validation
img_0044,data\raw\img_0044.jpg,15891,69b505aa605512169cdbf485fc8b9718.jpg,1024,683,validation
img_0045,data\raw\img_0045.jpg,15729,3a87ce99efb87686869fdb390cc5ef0c.jpg,1024,1024,validation
img_0046,data\raw\img_0046.jpg,10904,c20cd495aea72107c49299e4f957ef2b.jpg,1024,933,validation
img_0047,data\raw\img_0047.jpg,18908,3a251a0d83018173d9eb85dd2f7c64f1.jpg,1024,678,validation
img_0048,data\raw\img_0048.jpg,9656,420f153001eb2e37269ae974b9f7665e.jpg,682,1024,validation
img_0049,data\raw\img_0049.jpg,17108,63428001d1dead4d5afcbabfc9777c67.jpg,683,1024,validation
img_0050,data\raw\img_0050.jpg,16528,643befc8433653bd7647f45c3c89b02f.jpg,683,1024,validation
img_0051,data\raw\img_0051.jpg,9136,3f18271f3f7d101e2f9a27b0b12b034b.jpg,493,1024,validation
img_0052,data\raw\img_0052.jpg,20159,2e0668607ef88383e3fae4925b12cef8.jpg,683,1024,validation
img_0053,data\raw\img_0053.jpg,16651,54b5226293d7cf8eabc1421062284a05.jpg,632,1024,validation
img_0054,data\raw\img_0054.jpg,10018,aaf6934258f226a68996b5922fa3f038.jpg,684,1024,validation
img_0055,data\raw\img_0055.jpg,9645,bf220f1c9ef47e7338d32cd082ecc15c.jpg,683,1024,validation
img_0056,data\raw\img_0056.jpg,16672,627bfa841f072062e0cbeeff330787eb.jpg,682,1024,validation
img_0057,data\raw\img_0057.jpg,18707,9f8e805a62be868379e13cfa24658106.jpg,682,1024,validation
img_0058,data\raw\img_0058.jpg,9992,d56bf67bd74cb0f2128007818675a465.jpg,682,1024,validation
img_0059,data\raw\img_0059.jpg,17882,8894e8a608e0fc8b08f4f529b75a13b0.jpg,682,1024,validation
img_0060,data\raw\img_0060.jpg,16500,4d200cb316a6260257ce84b37e25161c.jpg,683,1024,validation
img_0061,data\raw\img_0061.jpg,16610,bd9c22e3a70ec0d7b77d3c4d10551241.jpg,681,1024,validation
img_0062,data\raw\img_0062.jpg,17725,fa798612385be732aa8a70fb56d8bed0.jpg,629,1024,validation
img_0063,data\raw\img_0063.jpg,16062,d42681a6b954af2d04e2aaaf9c1bba84.jpg,684,1024,validation
img_0064,data\raw\img_0064.jpg,18179,b5c8c768b2bc55ca312ffcbdabbc4acd.jpg,1024,682,validation
img_0065,data\raw\img_0065.jpg,16222,6c91cc6e1c07e9336e3c00d1569ac1c5.jpg,1024,680,validation
img_0066,data\raw\img_0066.jpg,19133,165fc69c577be6c18128e057487cf489.jpg,1024,683,validation
img_0067,data\raw\img_0067.jpg,9069,22edb152f5dcafd163ccf1e70d005e38.jpg,633,1024,validation
img_0068,data\raw\img_0068.jpg,8950,c1cd92903be0c82b188fb8d191770887.jpg,683,1024,validation
img_0069,data\raw\img_0069.jpg,20257,2b2de1517e4ce95fc961f0be4d0a41e9.jpg,910,1024,validation
img_0070,data\raw\img_0070.jpg,19099,aa8e34255bae5532e3c45385009a8d9a.jpg,1024,683,validation
img_0071,data\raw\img_0071.jpg,9347,b0c2003291bafdda48c2cc3c229dfda0.jpg,682,1024,validation
img_0072,data\raw\img_0072.jpg,10584,f1413790cd71f17dfb71065d96263992.jpg,682,1024,validation
img_0073,data\raw\img_0073.jpg,10382,6beae9033a9244991b99ac04347ba917.jpg,682,1024,validation
img_0074,data\raw\img_0074.jpg,20242,2aa229d7589a06e59c4eb1f05162f9ab.jpg,1024,471,validation
img_0075,data\raw\img_0075.jpg,12775,d143e41db607aaeff07a69ca9a5e704c.jpg,680,1024,validation
img_0076,data\raw\img_0076.jpg,15781,6c25f5b9177191c25b74f167d361e114.jpg,699,1024,validation
img_0077,data\raw\img_0077.jpg,11242,458aec6dd827b8585dbfeeb7bd4cf4c9.jpg,819,1024,validation
img_0078,data\raw\img_0078.jpg,17969,2ab8deb3a77d67416d2a5eeebd6a4d72.jpg,627,1024,validation
img_0079,data\raw\img_0079.jpg,18760,5ada94993430e73f1e6967d5ce2aecad.jpg,682,1024,validation
img_0080,data\raw\img_0080.jpg,15161,76865174d4c6dd61ba58e6ed3413295f.jpg,775,1024,validation
img_0081,data\raw\img_0081.jpg,13162,255989bbfb631c18a52e16690eae4545.jpg,681,1024,validation
img_0082,data\raw\img_0082.jpg,15331,6de0db96e14807a6824c20a3e4985fa9.jpg,683,1024,validation
img_0083,data\raw\img_0083.jpg,5593,5f1a6fc913ba40dee4d94b3428afba15.jpg,1024,683,validation
img_0084,data\raw\img_0084.jpg,18909,01a64310ea9205193295869fcae93f90.jpg,683,1024,validation
img_0085,data\raw\img_0085.jpg,11856,28f3172e9e96bb17c1f9ec3697b175bc.jpg,683,1024,validation
img_0086,data\raw\img_0086.jpg,10811,0bbb948a0876edce2827a164c6783fbe.jpg,683,1024,validation
img_0087,data\raw\img_0087.jpg,9227,a2085bd21aaddd5c1f59d53fa670d8c6.jpg,1024,683,validation
img_0088,data\raw\img_0088.jpg,12674,1ca4458d23522f006de2ffda045c3b44.jpg,680,1024,validation
img_0089,data\raw\img_0089.jpg,15421,05488fcc74f81ae452dd55229003f58f.jpg,680,1024,validation
img_0090,data\raw\img_0090.jpg,20499,ebd81bb9fb007fec37ab093678f48b21.jpg,633,1024,validation
img_0091,data\raw\img_0091.jpg,19455,e4dc2ffc35e68dd07dd67e7f575281b9.jpg,732,1024,validation
img_0092,data\raw\img_0092.jpg,8671,c8183194c22ace7c7bbe6f224ea525bb.jpg,683,1024,validation
img_0093,data\raw\img_0093.jpg,20639,228d6f335e7c88d524d4bd4c8bdebd1d.jpg,683,1024,validation
img_0094,data\raw\img_0094.jpg,16160,d32d4af30a095bfe47c8cb3c0e09935a.jpg,683,1024,validation
img_0095,data\raw\img_0095.jpg,9880,8ffb6a0c280839553fa4025f3135d178.jpg,683,1024,validation
img_0096,data\raw\img_0096.jpg,12107,0bbaa62211cc48b57957aab152fba023.jpg,683,1024,validation
img_0097,data\raw\img_0097.jpg,12704,73565a1d1eab156d8d17f9f481d7d54e.jpg,704,1024,validation
img_0098,data\raw\img_0098.jpg,18812,1b392a7577346eb050da07a9b7ea3c72.jpg,682,1024,validation
img_0099,data\raw\img_0099.jpg,10727,cdd27e07ef7ddf8d413bb13936241ac4.jpg,683,1024,validation
img_0100,data\raw\img_0100.jpg,19495,a5faa285a9bdc4fd48c22381fd2d4108.jpg,683,1024,validation
img_0101,data\raw\img_0101.jpg,16566,d71f379a691017d51634b13d7abc1350.jpg,683,1024,validation
img_0102,data\raw\img_0102.jpg,9835,c658c6a2698fc988c5e25000814cb2b0.jpg,682,1024,validation
img_0103,data\raw\img_0103.jpg,16896,0617757485dad98ded988c6e101c8bf2.jpg,682,1024,validation
img_0104,data\raw\img_0104.jpg,19876,d3288584fffb4caeb8a392304b09ce93.jpg,1024,678,validation
img_0105,data\raw\img_0105.jpg,12729,89144779b3e40421facdb2eb70309356.jpg,682,1024,validation
img_0106,data\raw\img_0106.jpg,16059,df9a2621439cbb8c39ed47a9072864c4.jpg,682,1024,validation
img_0107,data\raw\img_0107.jpg,15738,e2a1712cc3928d83e0339e5cb3832fec.jpg,682,1024,validation
img_0108,data\raw\img_0108.jpg,9540,a2d2041ec86da596439a8fd74575ce0b.jpg,683,1024,validation
img_0109,data\raw\img_0109.jpg,19602,ba49f22a7e2927ec0df677e4d199c93d.jpg,683,1024,validation
img_0110,data\raw\img_0110.jpg,13557,7450a0ad431b3446ab57608050095649.jpg,1024,1024,validation
img_0111,data\raw\img_0111.jpg,15699,bcdfe9978dc95b41eada90b84fa0741c.jpg,682,1024,validation
img_0112,data\raw\img_0112.jpg,10604,f4ff8848ec3b50fc969666ee2662bff7.jpg,683,1024,validation
img_0113,data\raw\img_0113.jpg,10795,35eb7f5fb76a9ed5aec684be53761cff.jpg,1024,682,validation
img_0114,data\raw\img_0114.jpg,19853,a0157697c907f7fb762702ca3e9ab259.jpg,632,1024,validation
img_0115,data\raw\img_0115.jpg,16331,d941732e5b6c817f7981cf6831c103a0.jpg,1024,683,validation
img_0116,data\raw\img_0116.jpg,16182,9e35bff1f530e353ce2844823e27fe28.jpg,684,1024,validation
img_0117,data\raw\img_0117.jpg,16553,cef7317d699eb4899f181a570b1502e0.jpg,1024,682,validation
img_0118,data\raw\img_0118.jpg,11284,ec3d4bc8f46f26f1012ea9f2f43060b0.jpg,1024,1024,validation
img_0119,data\raw\img_0119.jpg,17419,b0ed46a2ed52c32e7a1c2c47cebf3f70.jpg,683,1024,validation
img_0120,data\raw\img_0120.jpg,12565,6e2652e279a03035a8a0190ba461d247.jpg,721,1024,validation
img_0121,data\raw\img_0121.jpg,19498,bf08a1955bfce99f913046ef11600913.jpg,682,1024,validation
img_0122,data\raw\img_0122.jpg,18347,9078e17f7b8381d1600608b588ccbd45.jpg,632,1024,validation
img_0123,data\raw\img_0123.jpg,10149,bd4c2ae0478c2162033a02216e394604.jpg,792,1024,validation
img_0124,data\raw\img_0124.jpg,11859,31bbe8edffb11d49563d77dd3fa29610.jpg,1024,773,validation
img_0125,data\raw\img_0125.jpg,13037,f2cf1eff03298dcaf840385c787165f8.jpg,683,1024,validation
img_0126,data\raw\img_0126.jpg,12305,064c8022b32931e787260d81ed5aafe8.jpg,680,1024,validation
img_0127,data\raw\img_0127.jpg,15676,fcc71ab647c43d3bdae6ba5e9349464d.jpg,1024,679,validation
img_0128,data\raw\img_0128.jpg,18620,3d1a8d1323ab2feae0530606f883e2c7.jpg,739,1024,validation
img_0129,data\raw\img_0129.jpg,17847,67ec64b00cd3aa7ab1d92c59e5d8fd85.jpg,682,1024,validation
img_0130,data\raw\img_0130.jpg,19124,25d4e40003f6739349121db096771d58.jpg,680,1024,validation
img_0131,data\raw\img_0131.jpg,19882,1e54ccbc575eac627de68b221913fc52.jpg,1024,1005,validation
img_0132,data\raw\img_0132.jpg,11465,6c8b75eda84586938870b9715fd35181.jpg,682,1024,validation
img_0133,data\raw\img_0133.jpg,17087,320e6497373a2f91a108044407c69a9e.jpg,633,1024,validation
img_0134,data\raw\img_0134.jpg,16778,07a7bc9429c23e4704ab97898de75030.jpg,682,1024,validation
img_0135,data\raw\img_0135.jpg,19774,c8bb6c6fde01f900ab9534e214f30de4.jpg,682,1024,validation
img_0136,data\raw\img_0136.jpg,17413,91d63e4fe4777e2d1a6e7f9e6f93de2d.jpg,1024,682,validation
img_0137,data\raw\img_0137.jpg,11572,350932dd5559f9419cbd1fc1ae0e43e1.jpg,755,1024,validation
img_0138,data\raw\img_0138.jpg,11917,d23d0383fa7e5e512eba48cdf9b8f5cb.jpg,680,1024,validation
img_0139,data\raw\img_0139.jpg,9891,065fd62a332e15121c5f8713a5bc6bbc.jpg,1024,682,validation
img_0140,data\raw\img_0140.jpg,11593,a22769bf38c0acd680854bd5588e8075.jpg,682,1024,validation
img_0141,data\raw\img_0141.jpg,12449,470281287b961aa83407820eaf2cbf5c.jpg,619,1024,validation
img_0142,data\raw\img_0142.jpg,8955,f6d5d138127a985997df20d4cad1b276.jpg,682,1024,validation
img_0143,data\raw\img_0143.jpg,8988,e10a8dac9a4b0e4bb4424593fe187953.jpg,682,1024,validation
img_0144,data\raw\img_0144.jpg,11122,4d6c4b89ddc23629a730a46aaba04903.jpg,546,1024,validation
img_0145,data\raw\img_0145.jpg,11013,bd8d3293d99b77a3fa0ec0dd058235dc.jpg,683,1024,validation
img_0146,data\raw\img_0146.jpg,20028,5ab87e352be3b0c045cf417957013ecc.jpg,1024,683,validation
img_0147,data\raw\img_0147.jpg,8457,4aa62ca489ce6e163ca8400d4c96b569.jpg,683,1024,validation
img_0148,data\raw\img_0148.jpg,12128,d7da3cf290a8f293ed39dff8ed1ef376.jpg,680,1024,validation
img_0149,data\raw\img_0149.jpg,18987,12bf6fb74bf3a422429b71f23210d5fa.jpg,633,1024,validation
img_0150,data\raw\img_0150.jpg,19669,f6199582b266562fc8fb77d7ed18c068.jpg,1024,683,validation
img_0151,data\raw\img_0151.jpg,9083,985a2c07b12b20673074487049fdd68e.jpg,682,1024,validation
img_0152,data\raw\img_0152.jpg,15515,72a138c47a27759553ebb2b2c1a94707.jpg,1024,1024,validation
img_0153,data\raw\img_0153.jpg,15655,fac06865b4cba1c6f61a48a75848b626.jpg,677,1024,validation
img_0154,data\raw\img_0154.jpg,9794,38f9af46bc5456b86585c68acbb089d3.jpg,682,1024,validation
img_0155,data\raw\img_0155.jpg,19701,b2686172341f1d7a8b36b72194aad82e.jpg,1024,682,validation
img_0156,data\raw\img_0156.jpg,9151,9c2944165b3d4390a3aa62dc0a07fe7e.jpg,875,1024,validation
img_0157,data\raw\img_0157.jpg,9743,5c02879d04dacef50fe83f81243788df.jpg,608,1024,validation
img_0158,data\raw\img_0158.jpg,12211,5335b8ea8a70be860bc310864bc7d8d1.jpg,1024,682,validation
img_0159,data\raw\img_0159.jpg,12153,a8741d59e6609bfc5f6abfa00fd6b431.jpg,682,1024,validation
img_0160,data\raw\img_0160.jpg,13534,3b3fc92c529527b7c1dbe7d45c281beb.jpg,681,1024,validation
img_0161,data\raw\img_0161.jpg,12360,b1682bc7e7fb2a0d868f75a9fcc03b82.jpg,680,1024,validation
img_0162,data\raw\img_0162.jpg,10808,81d5078514e93327f0ef0461be35faa6.jpg,682,1024,validation
img_0163,data\raw\img_0163.jpg,16526,eb5165caf84a1a737f36bfa47a06c053.jpg,1024,683,validation
img_0164,data\raw\img_0164.jpg,13585,9888899a5551c6148dacc986272a4ff0.jpg,678,1024,validation
img_0165,data\raw\img_0165.jpg,18406,91d2989ccce4a5b3e4789f48b4e05a68.jpg,681,1024,validation
img_0166,data\raw\img_0166.jpg,20503,21dd915650694b8a5b17aa9e442bb079.jpg,1024,680,validation
img_0167,data\raw\img_0167.jpg,11303,e4432c751c332f2f5829e6a1ebb7301d.jpg,682,1024,validation
img_0168,data\raw\img_0168.jpg,10742,9f6a012fdb962c60a7f95bb7472a3c6c.jpg,1024,682,validation
img_0169,data\raw\img_0169.jpg,12486,c23406e7d038f1d5b46c900bf9e3e309.jpg,682,1024,validation
img_0170,data\raw\img_0170.jpg,20405,7a65f8ca901b6307715350452dff10b6.jpg,819,1024,validation
img_0171,data\raw\img_0171.jpg,11880,771969fa224f15b6514628d98b8e60d7.jpg,685,1024,validation
img_0172,data\raw\img_0172.jpg,19641,15e1718954473a29738aa932ba31719c.jpg,682,1024,validation
img_0173,data\raw\img_0173.jpg,20511,b75c28867e64db0d890e186710005eeb.jpg,683,1024,validation
img_0174,data\raw\img_0174.jpg,13043,e9d63492d0b43ec71ac6c9d8a6bb5b62.jpg,633,1024,validation
img_0175,data\raw\img_0175.jpg,13106,86f139c6fe14c64090091230a78862fd.jpg,1024,583,validation
img_0176,data\raw\img_0176.jpg,9692,fd567ffad275955ac945eeeacc1fdac5.jpg,680,1024,validation
img_0177,data\raw\img_0177.jpg,8519,1c906b2d4f414e1e7ed064abc0606a0a.jpg,682,1024,validation
img_0178,data\raw\img_0178.jpg,13312,7f5c5ed02e62a9afea01d6a60ac5e768.jpg,1024,682,validation
img_0179,data\raw\img_0179.jpg,11972,78c76bd3d70e760b4b59fde91b1cc03f.jpg,1024,912,validation
img_0180,data\raw\img_0180.jpg,15125,7f7cbaa6ea88b24f0e81c06355b380dc.jpg,679,1024,validation
img_0181,data\raw\img_0181.jpg,11097,5abd76c03bfe9417a51ef66b920e6ad9.jpg,1024,819,validation
img_0182,data\raw\img_0182.jpg,18001,7364f45820e10eb53b3b6827c2b08516.jpg,1024,682,validation
img_0183,data\raw\img_0183.jpg,16806,3ad8d42ba64449a7617160489b43cffb.jpg,682,1024,validation
img_0184,data\raw\img_0184.jpg,9312,8d1d4b14e598bafb3d718fa8c096e95e.jpg,682,1024,validation
img_0185,data\raw\img_0185.jpg,13326,68a8ab13c1413b5e8252fd7736e88860.jpg,684,1024,validation
img_0186,data\raw\img_0186.jpg,15649,bafce6a94544af54357177ff7bbd7453.jpg,1024,683,validation
img_0187,data\raw\img_0187.jpg,13395,4dc413ef5a47c5da696ba2f72835e6ed.jpg,682,1024,validation
img_0188,data\raw\img_0188.jpg,9236,96b202445bdc16ebc3e93ae5788ed63e.jpg,1024,680,validation
img_0189,data\raw\img_0189.jpg,11298,42e223bd6f6a6b8dce57c4496ca4fcc2.jpg,682,1024,validation
img_0190,data\raw\img_0190.jpg,12913,d2c69d175a69a01fe09597583fa740a3.jpg,683,1024,validation
img_0191,data\raw\img_0191.jpg,10848,faef680c9ba90bd6852e6bc759341896.jpg,680,1024,validation
img_0192,data\raw\img_0192.jpg,15984,6804c0168b384deb92f498ba8ed5ca4a.jpg,682,1024,validation
img_0193,data\raw\img_0193.jpg,17085,ac14ee8a27be712ac0123b69d376b0be.jpg,683,1024,validation
img_0194,data\raw\img_0194.jpg,15851,708b614476f051e6a165f1f124a269a8.jpg,682,1024,validation
img_0195,data\raw\img_0195.jpg,16953,13bd73c2068bc2705f3a0b65e425b965.jpg,683,1024,validation
img_0196,data\raw\img_0196.jpg,9690,20cce77f20aada8462856157a7957d8f.jpg,682,1024,validation
img_0197,data\raw\img_0197.jpg,13560,b360c19580caf49e561173fab54bfdb2.jpg,631,1024,validation
img_0198,data\raw\img_0198.jpg,15565,12416f707a0428adc08bc899bc6d84c8.jpg,682,1024,validation
img_0199,data\raw\img_0199.jpg,20397,0fd47405bde971ea795259fa8790ef40.jpg,683,1024,validation
img_0200,data\raw\img_0200.jpg,9210,b9b9619a5fec071603e1b29a9772cefc.jpg,681,1024,validation
img_0201,data\raw\img_0201.jpg,20297,1894401d7f537c348a237a8043630521.jpg,1024,683,validation
img_0202,data\raw\img_0202.jpg,9873,00a1940434d687a785be0acf2b0fbff3.jpg,682,1024,validation
img_0203,data\raw\img_0203.jpg,19618,3ce04e48660ed6d21aee863f674486b7.jpg,683,1024,validation
img_0204,data\raw\img_0204.jpg,23338,fb81f1a32e154a77e683f309cdf0794a.jpg,690,1024,validation
img_0205,data\raw\img_0205.jpg,19471,558aa27776a2fb39d148328b7c818b60.jpg,682,1024,validation
img_0206,data\raw\img_0206.jpg,10512,e2da13e8901b9733a8af384bf519762c.jpg,1024,576,validation
img_0207,data\raw\img_0207.jpg,17517,f6890fd9ddbb8cf2d17a332eb72e0ea2.jpg,683,1024,validation
img_0208,data\raw\img_0208.jpg,16956,7307f9bf5fa04f47361d0dd86d8c73d9.jpg,682,1024,validation
img_0209,data\raw\img_0209.jpg,20311,6f19aee196965eac33ddd9bda38a68e7.jpg,678,1024,validation
img_0210,data\raw\img_0210.jpg,12770,21c52aa89dbf9b2be2089c20cf1d987d.jpg,683,1024,validation
img_0211,data\raw\img_0211.jpg,17378,53f850b18b5101f28b6a279bcd546161.jpg,1024,682,validation
img_0212,data\raw\img_0212.jpg,12526,2ede08066feaa38aa9127fccf570a4a9.jpg,682,1024,validation
img_0213,data\raw\img_0213.jpg,18895,3bf082a96a03a1c8f75e1d1d0ebf42d2.jpg,682,1024,validation
img_0214,data\raw\img_0214.jpg,17609,9c740b226f9ffe7eca197ade2f554fe9.jpg,679,1024,validation
img_0215,data\raw\img_0215.jpg,20465,80b493e0dccaca4fcb11fe5d81c47e83.jpg,683,1024,validation
img_0216,data\raw\img_0216.jpg,20167,2064125f44bafe6b58a8b62750c96e5e.jpg,683,1024,validation
img_0217,data\raw\img_0217.jpg,19263,ffebe7df5bfb5974878870b8cb3ebed4.jpg,688,1024,validation
img_0218,data\raw\img_0218.jpg,19229,d7f4d06c3226febd8569d92476c19ef1.jpg,632,1024,validation
img_0219,data\raw\img_0219.jpg,9141,5509cbf54887e59f33c40bcbbc78a15b.jpg,682,1024,validation
img_0220,data\raw\img_0220.jpg,16478,8dd3fc43988364a48cd559387c10e029.jpg,683,1024,validation
img_0221,data\raw\img_0221.jpg,15379,12b3bdbd6cc7f9a136903bdf8c868d1a.jpg,632,1024,validation
img_0222,data\raw\img_0222.jpg,17706,a38445479f8dcc4074a291d8eb99e97a.jpg,633,1024,validation
img_0223,data\raw\img_0223.jpg,9174,70e000fc740fd51671f257453e5d4ef1.jpg,683,1024,validation
img_0224,data\raw\img_0224.jpg,16648,86184f05dab0caa5e96ab1db699e91e7.jpg,682,1024,validation
img_0225,data\raw\img_0225.jpg,11091,7be8af2ebbb6fa133131a2f42bdbe9f6.jpg,1024,680,validation
img_0226,data\raw\img_0226.jpg,20009,8be355cc27de8de90e70100fd6d9c242.jpg,682,1024,validation
img_0227,data\raw\img_0227.jpg,18669,6205f4229badeebe2a4108454210809f.jpg,682,1024,validation
img_0228,data\raw\img_0228.jpg,12776,9ad95d2490271aec9728b86fee44ccfc.jpg,682,1024,validation
img_0229,data\raw\img_0229.jpg,20235,6469f5b56cb9ab713851fcd9116923c1.jpg,529,1024,validation
img_0230,data\raw\img_0230.jpg,20618,3c9135567d29729161aa465507e5efad.jpg,682,1024,validation
img_0231,data\raw\img_0231.jpg,19786,88594d2c3e6bc16310571a20f9e13791.jpg,1024,1024,validation
img_0232,data\raw\img_0232.jpg,19771,fd5e95a00bcee9d241c1bca1bf4c16c0.jpg,625,1024,validation
img_0233,data\raw\img_0233.jpg,9669,387a049fc5d151a2c6c2444a44211d5c.jpg,682,1024,validation
img_0234,data\raw\img_0234.jpg,10061,bdf1b7cd23faf554bec077e59312de2e.jpg,682,1024,validation
img_0235,data\raw\img_0235.jpg,10180,ae214103040109df9e86f748c287472e.jpg,1024,682,validation
img_0236,data\raw\img_0236.jpg,15112,c091531b2b5cb6a6c8ad2ce197d530f4.jpg,1024,683,validation
img_0237,data\raw\img_0237.jpg,16931,d14c29b741ec264a1bc7ea1918898a99.jpg,680,1024,validation
img_0238,data\raw\img_0238.jpg,12889,e636280e96f3863157a4398c92fc299e.jpg,682,1024,validation
img_0239,data\raw\img_0239.jpg,13283,52a6dcf5c19a6f0f6033ebc8dd9f3078.jpg,682,1024,validation
img_0240,data\raw\img_0240.jpg,16638,a81789ee4548b9ea8aafde83cc5eaccc.jpg,682,1024,validation
img_0241,data\raw\img_0241.jpg,16006,39fc64de6a2304536b0cf18e4de97f98.jpg,682,1024,validation
img_0242,data\raw\img_0242.jpg,12976,871b1533f5ecd9f4de3d7942ab3dfcc1.jpg,683,1024,validation
img_0243,data\raw\img_0243.jpg,19062,dcbc290593fde91a59d83ec39a4243e7.jpg,682,1024,validation
img_0244,data\raw\img_0244.jpg,10313,7642e0c82d9c6230883fa6378932c869.jpg,632,1024,validation
img_0245,data\raw\img_0245.jpg,18724,4d41de545cfaf48804ea579802168dc4.jpg,1024,683,validation
img_0246,data\raw\img_0246.jpg,19484,6216b46eeada317d0fbac617c2f09a2f.jpg,683,1024,validation
img_0247,data\raw\img_0247.jpg,15840,eb920929bad2610918b0ca9e8236d058.jpg,683,1024,validation
